Crime,Date,Time,Address,Lat,Lng
Other,02/09/19,10:42 PM,EUCALYPTUS DR/HOLLY VISTA BLVD SAN BERNARDINO COUNTY,34.1445142,-117.2320381
Other,02/09/19,12:46 PM,VERMONT ST/W 1ST AVE SAN BERNARDINO COUNTY,34.1598403,-117.3529379
Other,02/09/19,01:29 PM,2300 BLOCK OF W 3RD AVE SAN BERNARDINO COUNTY,34.1651257,-117.3486147
Assault,02/09/19,02:54 PM,4200 BLOCK OF CEDAR DR SAN BERNARDINO COUNTY,34.1720668,-117.3084134
Arrest,02/09/19,05:28 PM,DUFFY ST/W OGDEN ST SAN BERNARDINO COUNTY,34.1542309,-117.344188
Shooting,02/09/19,06:13 PM,N TIPPECANOE AVE/E BASELINE ST SAN BERNARDINO COUNTY,34.1213268,-117.2609628
Other,02/09/19,07:07 PM,3800 BLOCK OF N FERNDALE AVE SAN BERNARDINO COUNTY,34.1592876,-117.2582725
Other,02/09/19,11:26 AM,7200 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.123147,-117.2593211
Other,02/09/19,11:27 AM,2700 BLOCK OF N MACY ST SAN BERNARDINO COUNTY,34.1451823,-117.3403474
Other,02/09/19,11:36 AM,5900 BLOCK OF N IRONWOOD ST SAN BERNARDINO COUNTY,34.1467206,-117.2494693
Arrest,02/09/19,12:16 AM,E HIGHLAND AVE/STATE HWY 210 ONRP W SAN BERNARDINO COUNTY,34.1358525,-117.2408091
Burglary,02/09/19,12:21 AM,7000 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.1268556,-117.2592545
Arrest,02/08/19,06:55 PM,N HARRISON ST/E HAMPSHIRE AVE SAN BERNARDINO COUNTY,34.1532449,-117.2644359
Assault,02/08/19,08:16 PM,7000 BLOCK OF GARDEN DR SAN BERNARDINO COUNTY,34.1267233,-117.2608459
Shooting,02/08/19,08:35 PM,ELMWOOD RD/E DEL ROSA AVE SAN BERNARDINO COUNTY,34.1467473,-117.2514634
Burglary,02/08/19,08:42 PM,5700 BLOCK OF GOLONDRINA DR SAN BERNARDINO COUNTY,34.1503321,-117.2464223
Assault,02/08/19,09:14 PM,5TH ST/TIPPECANOE AVE SAN BERNARDINO COUNTY,34.1083389,-117.2610339
Burglary,02/08/19,01:23 PM,25400 BLOCK OF 26TH ST SAN BERNARDINO COUNTY,34.1392861,-117.2493787
Burglary,02/08/19,01:24 PM,25400 BLOCK OF 20TH ST SAN BERNARDINO COUNTY,34.1341571,-117.2502264
Other,02/08/19,01:46 PM,W 1ST AVE/GRAY ST SAN BERNARDINO COUNTY,34.1598628,-117.3616537
Other,02/08/19,02:22 PM,6900 BLOCK OF GLASGOW AVE SAN BERNARDINO COUNTY,34.1286212,-117.2545464
Burglary,02/08/19,02:43 PM,700 BLOCK OF W 40TH ST SAN BERNARDINO COUNTY,34.1650334,-117.2989333
Other,02/08/19,03:24 PM,2500 BLOCK OF W 1ST AVE SAN BERNARDINO COUNTY,34.1600851,-117.3574864
Other,02/08/19,04:05 PM,2000 BLOCK OF W PORTER ST SAN BERNARDINO COUNTY,34.14186,-117.3356784
Burglary,02/08/19,05:51 PM,800 BLOCK OF W 40TH ST SAN BERNARDINO COUNTY,34.1646197,-117.300469
Shooting,02/08/19,06:41 PM,E 3RD ST/N WATERMAN AVE SAN BERNARDINO COUNTY,34.1045992,-117.2787601
Other,02/08/19,06:53 PM,3200 BLOCK OF WAGON TRAIN RD SAN BERNARDINO COUNTY,34.3084719,-117.4677993
Burglary,02/08/19,06:54 PM,2000 BLOCK OF W PORTER ST SAN BERNARDINO COUNTY,34.14186,-117.3356784
Theft,02/08/19,10:03 AM,W 48TH ST/N F ST SAN BERNARDINO COUNTY,34.1718614,-117.3027141
Other,02/08/19,10:12 AM,2400 BLOCK OF W 1ST AVE SAN BERNARDINO COUNTY,34.1599225,-117.3531676
Other,02/08/19,10:43 AM,3500 BLOCK OF N CAJON BLVD SAN BERNARDINO COUNTY,34.1572249,-117.3352682
Other,02/07/19,09:02 PM,25200 BLOCK OF PACIFIC ST SAN BERNARDINO COUNTY,34.1286212,-117.254525
Theft,02/07/19,10:01 PM,6800 BLOCK OF GLASGOW AVE SAN BERNARDINO COUNTY,34.1308131,-117.2546172
Arrest,02/07/19,10:02 PM,N UNIVERSITY PKWY/INTERCHANGE DR SAN BERNARDINO COUNTY,34.1591396,-117.3349745
Other,02/07/19,12:59 PM,BESSANT ST/DEL ROSA DR SAN BERNARDINO COUNTY,34.1243576,-117.25252
Other,02/07/19,01:09 PM,2300 BLOCK OF W BLAKE ST SAN BERNARDINO COUNTY,34.1506176,-117.3485946
Theft,02/07/19,01:46 PM,5500 BLOCK OF GOLONDRINA DR SAN BERNARDINO COUNTY,34.1539875,-117.2464988
Theft,02/07/19,02:17 PM,11800 BLOCK OF RECHE CANYON RD SAN BERNARDINO COUNTY,34.0235652,-117.2739391
Other,02/07/19,03:11 PM,7000 BLOCK OF GARDEN DR SAN BERNARDINO COUNTY,34.1267233,-117.2608459
Other,02/07/19,03:58 PM,W BLAKE ST/JUNE ST SAN BERNARDINO COUNTY,34.1506175,-117.3485729
Theft,02/07/19,03:58 PM,6200 BLOCK OF W CAJON BLVD SAN BERNARDINO COUNTY,34.188584,-117.3660509
Other,02/07/19,04:16 PM,7100 BLOCK OF FAIRFAX DR SAN BERNARDINO COUNTY,34.124804,-117.2574325
Other,02/07/19,04:36 PM,2200 BLOCK OF W DARBY ST SAN BERNARDINO COUNTY,34.147213,-117.3442354
Theft,02/07/19,06:21 PM,8600 BLOCK OF SWARTHOUT CANYON RD SAN BERNARDINO COUNTY,34.2805082,-117.4773282
Other,02/07/19,10:05 AM,25700 BLOCK OF ALTO DR SAN BERNARDINO COUNTY,34.1560979,-117.2430768
Other,02/07/19,11:11 AM,800 BLOCK OF W G ST SAN BERNARDINO COUNTY,34.0707553,-117.3355556
Other,02/06/19,10:17 PM,6700 BLOCK OF DWIGHT WAY SAN BERNARDINO COUNTY,34.131808,-117.2561317
Other,02/06/19,04:16 AM,700 BLOCK OF W 40TH ST SAN BERNARDINO COUNTY,34.1650334,-117.2989333
Assault,02/05/19,07:17 PM,3200 BLOCK OF N ERWIN AVE SAN BERNARDINO COUNTY,34.1502351,-117.2584782
Assault,02/05/19,09:31 PM,DEL ROSA AVE/E DEL ROSA AVE SAN BERNARDINO COUNTY,34.1180322,-117.2502118
Theft,02/05/19,12:28 PM,2500 BLOCK OF N STATE ST SAN BERNARDINO COUNTY,34.1415157,-117.3354627
Burglary,02/05/19,01:59 PM,1100 BLOCK OF W 48TH ST SAN BERNARDINO COUNTY,34.1717876,-117.3123912
Other,02/05/19,03:06 PM,24600 BLOCK OF 4TH ST SAN BERNARDINO COUNTY,34.1064622,-117.2689171
Other,02/05/19,03:57 PM,5800 BLOCK OF STANTON AVE SAN BERNARDINO COUNTY,34.9592083,-116.419389
Other,02/05/19,05:09 PM,4000 BLOCK OF N E ST SAN BERNARDINO COUNTY,34.1648009,-117.3004725
Arrest,02/05/19,05:11 PM,I 15 FWY N/KENWOOD AVE SAN BERNARDINO COUNTY,34.3117,-117.475
Burglary,02/05/19,05:28 PM,600 BLOCK OF W 48TH ST SAN BERNARDINO COUNTY,34.1721385,-117.2965522
Other,02/05/19,10:47 AM,6500 BLOCK OF MERITO PL SAN BERNARDINO COUNTY,34.1358467,-117.247616
Other,02/04/19,08:04 PM,1900 BLOCK OF W DARBY ST SAN BERNARDINO COUNTY,34.1469177,-117.3311205
Other,02/04/19,12:41 PM,600 BLOCK OF E 3RD ST SAN BERNARDINO COUNTY,34.1043088,-117.2731687
Burglary,02/04/19,01:32 PM,2000 BLOCK OF W MESA ST SAN BERNARDINO COUNTY,34.1401046,-117.3356829
Other,02/04/19,05:24 PM,7200 BLOCK OF N YATES ST SAN BERNARDINO COUNTY,34.1228645,-117.2535255
Other,02/04/19,02:36 AM,800 BLOCK OF WOODLAWN AVE SAN BERNARDINO COUNTY,34.2392246,-117.4164378
Theft,02/04/19,05:28 AM,24700 BLOCK OF COURT ST SAN BERNARDINO COUNTY,34.1055342,-117.2667752
Assault,02/04/19,10:20 AM,2000 BLOCK OF MALLORY ST SAN BERNARDINO COUNTY,34.1433028,-117.335521
Theft,02/04/19,10:24 AM,19600 BLOCK OF KENDALL DR SAN BERNARDINO COUNTY,34.1743571,-117.3269537
Theft,02/04/19,10:32 AM,NEDLEE AVE/DEVORE RD SAN BERNARDINO COUNTY,34.227633,-117.4041328
Other,02/04/19,11:34 AM,7100 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.1250027,-117.2593257
Assault,02/04/19,12:14 AM,4200 BLOCK OF CYPRESS DR SAN BERNARDINO COUNTY,34.1718039,-117.3103301
Other,02/04/19,12:38 AM,2800 BLOCK OF DUFFY ST SAN BERNARDINO COUNTY,34.1470119,-117.3441918
Other,02/03/19,07:27 PM,2200 BLOCK OF MALLORY ST SAN BERNARDINO COUNTY,34.1433502,-117.344192
Other,02/03/19,08:46 PM,7000 BLOCK OF DWIGHT WAY SAN BERNARDINO COUNTY,34.1268007,-117.2563057
Theft,02/03/19,08:47 PM,20100 BLOCK OF KENDALL DR SAN BERNARDINO COUNTY,34.1743571,-117.3269537
Theft,02/03/19,09:32 PM,N STATE ST/NOLAN ST SAN BERNARDINO COUNTY,34.1525385,-117.3355261
Other,02/03/19,01:25 PM,1000 BLOCK OF W VALLEY BLVD SAN BERNARDINO COUNTY,34.0688911,-117.342028
Theft,02/03/19,02:15 PM,2000 BLOCK OF W 1ST AVE SAN BERNARDINO COUNTY,34.1609683,-117.338874
Other,02/03/19,07:07 PM,3600 BLOCK OF N MOUNTAIN AVE SAN BERNARDINO COUNTY,34.1569744,-117.2572198
Other,02/03/19,04:38 AM,5TH ST/WHITLOCK AVE SAN BERNARDINO COUNTY,34.1083399,-117.2638893
Other,02/03/19,06:20 AM,3600 BLOCK OF N MOUNTAIN AVE SAN BERNARDINO COUNTY,34.1569744,-117.2572198
Theft,02/03/19,09:18 AM,25800 BLOCK OF 28TH ST SAN BERNARDINO COUNTY,34.1424758,-117.241706
Other,02/03/19,12:06 AM,7100 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.1250027,-117.2593257
Other,02/02/19,09:55 PM,7000 BLOCK OF GARDEN DR SAN BERNARDINO COUNTY,34.1267233,-117.2608459
Other,02/02/19,10:21 PM,25700 BLOCK OF MESA CT SAN BERNARDINO COUNTY,34.1545039,-117.2432618
Assault,02/02/19,10:47 PM,1900 BLOCK OF W DARBY ST SAN BERNARDINO COUNTY,34.1469177,-117.3311205
Shooting,02/02/19,12:55 PM,1100 BLOCK OF W 48TH ST SAN BERNARDINO COUNTY,34.1717876,-117.3123912
Assault,02/02/19,01:26 PM,24600 BLOCK OF LITTLE 3RD ST SAN BERNARDINO COUNTY,34.1046828,-117.2688989
Theft,02/02/19,05:06 PM,1900 BLOCK OF W DARBY ST SAN BERNARDINO COUNTY,34.1469177,-117.3311205
Vandalism,02/02/19,05:19 PM,4000 BLOCK OF N 3RD AVE SAN BERNARDINO COUNTY,34.1645927,-117.3048244
Other,02/02/19,05:34 PM,600 BLOCK OF W 41ST ST SAN BERNARDINO COUNTY,34.1684455,-117.2964117
Other,02/02/19,07:03 PM,3000 BLOCK OF VERMONT ST SAN BERNARDINO COUNTY,34.1506756,-117.3531879
Other,02/02/19,04:23 AM,7200 BLOCK OF N BARTON ST SAN BERNARDINO COUNTY,34.1212053,-117.26454
Theft,02/02/19,06:52 AM,900 BLOCK OF W OLIVE ST SAN BERNARDINO COUNTY,34.1188108,-117.3037758
Theft,02/02/19,11:01 AM,3100 BLOCK OF VERMONT ST SAN BERNARDINO COUNTY,34.152608,-117.353411
Other,02/02/19,01:35 AM,WHITLOCK AVE/5TH ST SAN BERNARDINO COUNTY,34.1083399,-117.2638893
Robbery,02/01/19,08:19 PM,2000 BLOCK OF W MESA ST SAN BERNARDINO COUNTY,34.1401046,-117.3356829
Other,02/01/19,08:49 PM,25700 BLOCK OF ALTO DR SAN BERNARDINO COUNTY,34.1560979,-117.2430768
Other,02/01/19,12:27 PM,3800 BLOCK OF JUNE ST SAN BERNARDINO COUNTY,34.1653665,-117.3488281
Other,02/01/19,01:15 PM,900 BLOCK OF DEVORE RD SAN BERNARDINO COUNTY,34.238046,-117.40622
Assault,02/01/19,01:27 PM,WHITLOCK AVE/5TH ST SAN BERNARDINO COUNTY,34.1083399,-117.2638893
Theft,02/01/19,04:42 PM,1800 BLOCK OF FORREST LN SAN BERNARDINO COUNTY,34.219431,-117.2926554
Other,02/01/19,05:14 AM,800 BLOCK OF W C ST SAN BERNARDINO COUNTY,34.9592083,-116.419389
Theft,02/01/19,10:32 AM,4100 BLOCK OF MOUNTAIN DR SAN BERNARDINO COUNTY,34.1683911,-117.3073917
Assault,02/01/19,11:18 AM,5300 BLOCK OF ELM AVE SAN BERNARDINO COUNTY,34.1575542,-117.245297
Other,02/01/19,11:48 AM,6900 BLOCK OF GARDEN DR SAN BERNARDINO COUNTY,34.1286131,-117.2604079
Other,02/01/19,01:48 AM,4000 BLOCK OF N F ST SAN BERNARDINO COUNTY,34.1647851,-117.3031541
Other,02/01/19,03:08 AM,3200 BLOCK OF VERMONT ST SAN BERNARDINO COUNTY,34.1543016,-117.3529374
Other,01/31/19,07:17 PM,1000 BLOCK OF W OLIVE ST SAN BERNARDINO COUNTY,34.1186561,-117.305694
Other,01/31/19,06:22 PM,7000 BLOCK OF GLASGOW AVE SAN BERNARDINO COUNTY,34.1267098,-117.2548957
Other,01/31/19,10:43 AM,2800 BLOCK OF DUFFY ST SAN BERNARDINO COUNTY,34.1470119,-117.3441918
Other,01/31/19,11:06 AM,3500 BLOCK OF BRONSON ST SAN BERNARDINO COUNTY,34.1598912,-117.3572962
Shooting,01/31/19,02:32 AM,5300 BLOCK OF N CHIQUITA LN SAN BERNARDINO COUNTY,34.1575793,-117.2490209
Other,01/30/19,08:23 PM,2000 BLOCK OF W BLAKE ST SAN BERNARDINO COUNTY,34.1505613,-117.3354965
Theft,01/30/19,08:55 PM,BLAKE ST SAN BERNARDINO COUNTY,34.1506039,-117.3463859
Arrest,01/30/19,10:34 PM,N E ST/W 40TH ST SAN BERNARDINO COUNTY,34.1646541,-117.2953836
Other,01/30/19,01:49 PM,24500 BLOCK OF 4TH ST SAN BERNARDINO COUNTY,34.1064625,-117.2715949
Assault,01/30/19,02:18 PM,26700 BLOCK OF BARTON RD SAN BERNARDINO COUNTY,34.0482922,-117.2217166
Other,01/30/19,03:50 PM,CAJON/GLEN HELEN PKWY SAN BERNARDINO COUNTY,34.2077816,-117.4058891
Other,01/30/19,04:29 PM,2200 BLOCK OF W BLAKE ST SAN BERNARDINO COUNTY,34.1505968,-117.3441897
Vandalism,01/30/19,04:37 PM,25700 BLOCK OF HOLLY VISTA BLVD SAN BERNARDINO COUNTY,34.1445339,-117.2430066
Other,01/30/19,05:56 PM,W OGDEN ST/VERMONT ST SAN BERNARDINO COUNTY,34.1578895,-117.3529359
Assault,01/30/19,06:05 PM,2100 BLOCK OF N WATERMAN AVE SAN BERNARDINO COUNTY,34.1340959,-117.2787406
Other,01/30/19,07:05 PM,25700 BLOCK OF HOLLY VISTA BLVD SAN BERNARDINO COUNTY,34.1445339,-117.2430066
Theft,01/30/19,03:07 AM,5800 BLOCK OF MERITO AVE SAN BERNARDINO COUNTY,34.1486429,-117.2471959
Other,01/30/19,04:57 AM,25800 BLOCK OF 26TH ST SAN BERNARDINO COUNTY,34.1397032,-117.2415372
Other,01/30/19,10:29 AM,1300 BLOCK OF E MARSHALL BLVD SAN BERNARDINO COUNTY,34.1497075,-117.2582079
Other,01/30/19,12:00 PM,25700 BLOCK OF HOLLY VISTA BLVD SAN BERNARDINO COUNTY,34.1445339,-117.2430066
Assault,01/30/19,12:28 AM,25400 BLOCK OF EUREKA ST SAN BERNARDINO COUNTY,34.152413,-117.2502563
Other,01/30/19,01:11 AM,26TH ST/ARGYLE AVE SAN BERNARDINO COUNTY,34.1394789,-117.243075
Assault,01/29/19,09:52 PM,2000 BLOCK OF W MESA ST SAN BERNARDINO COUNTY,34.1401046,-117.3356829
Vandalism,01/29/19,10:57 PM,25800 BLOCK OF 26TH ST SAN BERNARDINO COUNTY,34.1397032,-117.2415372
Other,01/29/19,11:01 PM,7100 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.1250027,-117.2593257
Theft,01/29/19,12:21 PM,W 3RD AVE/JUNE ST SAN BERNARDINO COUNTY,34.1651256,-117.3485711
Other,01/29/19,03:58 PM,1000 BLOCK OF W VALLEY BLVD SAN BERNARDINO COUNTY,34.0688911,-117.342028
Vandalism,01/29/19,04:03 PM,3300 BLOCK OF N ERWIN AVE SAN BERNARDINO COUNTY,34.1507728,-117.2585325
Other,01/29/19,04:26 PM,25500 BLOCK OF PASITO ST SAN BERNARDINO COUNTY,34.1293584,-117.2469618
Other,01/29/19,04:49 PM,2000 BLOCK OF W PORTER ST SAN BERNARDINO COUNTY,34.14186,-117.3356784
Vandalism,01/29/19,08:12 AM,1900 BLOCK OF W MESA ST SAN BERNARDINO COUNTY,34.1400473,-117.3314001
Theft,01/29/19,08:27 AM,25800 BLOCK OF 27TH ST SAN BERNARDINO COUNTY,34.1400863,-117.2443508
Shooting,01/29/19,08:39 AM,5900 BLOCK OF DOGWOOD ST SAN BERNARDINO COUNTY,34.146724,-117.2504603
Theft,01/29/19,12:22 PM,2700 BLOCK OF N MACY ST SAN BERNARDINO COUNTY,34.1451823,-117.3403474
Arrest,01/28/19,09:00 PM,W 41ST ST/N F ST SAN BERNARDINO COUNTY,34.1682816,-117.2961319
Other,01/28/19,10:36 PM,700 BLOCK OF W 40TH ST SAN BERNARDINO COUNTY,34.1650334,-117.2989333
Other,01/28/19,11:03 PM,2200 BLOCK OF W BLAKE ST SAN BERNARDINO COUNTY,34.1505968,-117.3441897
Other,01/28/19,12:58 PM,5400 BLOCK OF N ELMWOOD RD SAN BERNARDINO COUNTY,34.1558094,-117.2520727
Theft,01/28/19,02:59 PM,1100 BLOCK OF W RESERVOIR DR SAN BERNARDINO COUNTY,34.1736568,-117.30817
Burglary,01/28/19,04:35 PM,3700 BLOCK OF N CAJON BLVD SAN BERNARDINO COUNTY,34.1609801,-117.3388565
Assault,01/28/19,04:54 PM,1900 BLOCK OF NOLAN ST SAN BERNARDINO COUNTY,34.1488415,-117.33152
Shooting,01/28/19,05:15 PM,GLASGOW AVE/ANSON ST SAN BERNARDINO COUNTY,34.1277691,-117.254543
Other,01/28/19,08:41 AM,24600 BLOCK OF 6TH ST SAN BERNARDINO COUNTY,34.1102136,-117.2675919
Assault,01/28/19,11:05 AM,5900 BLOCK OF DOGWOOD ST SAN BERNARDINO COUNTY,34.146724,-117.2504603
Other,01/28/19,11:19 AM,2800 BLOCK OF N STATE ST SAN BERNARDINO COUNTY,34.1470596,-117.3356405
Theft,01/28/19,11:47 AM,6TH ST/TIPPECANOE AVE SAN BERNARDINO COUNTY,34.0881376,-117.2602434
Other,01/28/19,12:19 AM,2100 BLOCK OF W KERN ST SAN BERNARDINO COUNTY,34.1542185,-117.3398301
Other,01/28/19,12:45 AM,2800 BLOCK OF N STATE ST SAN BERNARDINO COUNTY,34.1470596,-117.3356405
Shooting,01/27/19,09:37 PM,19TH ST/ELM AVE SAN BERNARDINO COUNTY,34.1334016,-117.2442473
Vandalism,01/27/19,10:09 PM,3200 BLOCK OF N GARDEN DR SAN BERNARDINO COUNTY,34.1494992,-117.2602307
Arrest,01/27/19,12:14 PM,N CAJON BLVD/SHORT ST SAN BERNARDINO COUNTY,34.154879,-117.3330318
Other,01/27/19,01:27 PM,N MACY ST/W DARBY ST SAN BERNARDINO COUNTY,34.1469587,-117.3398292
Other,01/27/19,03:16 PM,3100 BLOCK OF DUFFY ST SAN BERNARDINO COUNTY,34.1522798,-117.3442724
Vandalism,01/27/19,03:51 PM,3600 BLOCK OF N CAJON BLVD SAN BERNARDINO COUNTY,34.1593543,-117.3377305
Theft,01/27/19,04:48 PM,25800 BLOCK OF 27TH ST SAN BERNARDINO COUNTY,34.1400863,-117.2443508
Shooting,01/27/19,06:02 PM,LYNWOOD DR/N DEL ROSA AVE SAN BERNARDINO COUNTY,34.1467536,-117.2567767
Other,01/27/19,07:40 AM,3100 BLOCK OF OTTO ST SAN BERNARDINO COUNTY,34.1524769,-117.3509387
Arrest,01/27/19,09:38 AM,E 33RD ST/N GOLDEN AVE SAN BERNARDINO COUNTY,34.1518021,-117.2617717
Vandalism,01/27/19,10:17 AM,6800 BLOCK OF GOLONDRINA DR SAN BERNARDINO COUNTY,34.1303623,-117.2472264
Arrest,01/27/19,10:28 AM,24200 BLOCK OF 5TH ST SAN BERNARDINO COUNTY,34.1085844,-117.2771803
Other,01/27/19,12:24 PM,5400 BLOCK OF N ELMWOOD RD SAN BERNARDINO COUNTY,34.1558094,-117.2520727
Other,01/27/19,12:58 AM,3100 BLOCK OF DUFFY ST SAN BERNARDINO COUNTY,34.1522798,-117.3442724
Other,01/27/19,01:51 AM,3100 BLOCK OF DUFFY ST SAN BERNARDINO COUNTY,34.1522798,-117.3442724
Other,01/27/19,03:26 AM,25500 BLOCK OF 17TH ST SAN BERNARDINO COUNTY,34.1297653,-117.2501974
Burglary,01/26/19,07:15 PM,3600 BLOCK OF NOLAN ST SAN BERNARDINO COUNTY,34.1626836,-117.3433498
Other,01/26/19,07:53 PM,7100 BLOCK OF FAIRFAX DR SAN BERNARDINO COUNTY,34.124804,-117.2574325
Other,01/26/19,07:57 PM,7100 BLOCK OF FAIRFAX DR SAN BERNARDINO COUNTY,34.124804,-117.2574325
Theft,01/26/19,01:44 PM,24500 BLOCK OF 4TH ST SAN BERNARDINO COUNTY,34.1064625,-117.2715949
Other,01/26/19,04:42 PM,8100 BLOCK OF WHITLOCK AVE SAN BERNARDINO COUNTY,34.1064511,-117.2639085
Other,01/26/19,07:10 AM,25700 BLOCK OF ALTO DR SAN BERNARDINO COUNTY,34.1560979,-117.2430768
Other,01/26/19,08:36 AM,2000 BLOCK OF W ADAMS ST SAN BERNARDINO COUNTY,34.1378737,-117.3354604
Theft,01/26/19,08:43 AM,5800 BLOCK OF N CHIQUITA LN SAN BERNARDINO COUNTY,34.1485999,-117.249188
Other,01/25/19,07:50 PM,W DARBY ST/N MACY ST SAN BERNARDINO COUNTY,34.1469587,-117.3398292
Other,01/25/19,07:57 PM,SUNNYSIDE AVE/4TH ST SAN BERNARDINO COUNTY,34.1064619,-117.2625553
Other,01/25/19,11:01 PM,24500 BLOCK OF 4TH ST SAN BERNARDINO COUNTY,34.1064625,-117.2715949
Other,01/25/19,11:40 PM,5900 BLOCK OF N BLYTHE AVE SAN BERNARDINO COUNTY,34.1466944,-117.231093
Arrest,01/25/19,11:50 AM,3600 BLOCK OF FERNDALE AVE SAN BERNARDINO COUNTY,34.1565061,-117.2582617
Other,01/25/19,06:28 PM,4000 BLOCK OF COTTAGE DR SAN BERNARDINO COUNTY,34.1646555,-117.297185
Assault,01/25/19,11:13 AM,1900 BLOCK OF W KERN ST SAN BERNARDINO COUNTY,34.1572087,-117.3352924
Other,01/25/19,11:53 AM,7100 BLOCK OF TIPPECANOE AVE SAN BERNARDINO COUNTY,34.0661597,-117.2612831
Other,01/25/19,12:39 AM,7000 BLOCK OF GLASGOW AVE SAN BERNARDINO COUNTY,34.1267098,-117.2548957
Vandalism,01/24/19,06:03 PM,3700 BLOCK OF N OXFORD LN SAN BERNARDINO COUNTY,34.1588245,-117.2582652
Assault,01/24/19,05:28 PM,N MACY ST/W DARBY ST SAN BERNARDINO COUNTY,34.1469587,-117.3398292
Other,01/24/19,06:03 PM,3700 BLOCK OF N OXFORD LN SAN BERNARDINO COUNTY,34.1588245,-117.2582652
Other,01/24/19,06:36 AM,24500 BLOCK OF 4TH ST SAN BERNARDINO COUNTY,34.1064625,-117.2715949
Burglary,01/24/19,09:31 AM,31000 BLOCK OF COLTON AVE SAN BERNARDINO COUNTY,34.0615362,-117.1292787
Assault,01/24/19,09:39 AM,DWIGHT WAY/N DWIGHT WAY SAN BERNARDINO COUNTY,34.163035,-117.2563228
Other,01/23/19,07:34 PM,24500 BLOCK OF 4TH ST SAN BERNARDINO COUNTY,34.1064625,-117.2715949
Vandalism,01/23/19,08:29 PM,8100 BLOCK OF WHITLOCK AVE SAN BERNARDINO COUNTY,34.1064511,-117.2639085
Assault,01/23/19,09:38 PM,4000 BLOCK OF N F ST SAN BERNARDINO COUNTY,34.1647851,-117.3031541
Vandalism,01/23/19,12:47 PM,3800 BLOCK OF FERNDALE AVE SAN BERNARDINO COUNTY,34.1592876,-117.2582725
Theft,01/23/19,02:19 PM,1900 BLOCK OF W DARBY ST SAN BERNARDINO COUNTY,34.1469177,-117.3311205
Other,01/23/19,02:26 PM,2000 BLOCK OF W ADAMS ST SAN BERNARDINO COUNTY,34.1378737,-117.3354604
Vandalism,01/23/19,03:16 PM,2200 BLOCK OF W KERN ST SAN BERNARDINO COUNTY,34.1546252,-117.3444052
Other,01/23/19,05:03 PM,8100 BLOCK OF WHITLOCK AVE SAN BERNARDINO COUNTY,34.1064511,-117.2639085
Other,01/23/19,05:53 AM,2200 BLOCK OF W BLAKE ST SAN BERNARDINO COUNTY,34.1505968,-117.3441897
Theft,01/23/19,07:14 AM,3600 BLOCK OF N MOUNTAIN AVE SAN BERNARDINO COUNTY,34.1569744,-117.2572198
Other,01/23/19,08:17 AM,6900 BLOCK OF DWIGHT WAY SAN BERNARDINO COUNTY,34.1280691,-117.2559636
Other,01/23/19,08:59 AM,7100 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.1250027,-117.2593257
Theft,01/23/19,11:13 AM,6900 BLOCK OF DWIGHT WAY SAN BERNARDINO COUNTY,34.1280691,-117.2559636
Other,01/23/19,11:24 AM,6900 BLOCK OF DWIGHT WAY SAN BERNARDINO COUNTY,34.1280691,-117.2559636
Other,01/23/19,11:54 AM,7100 BLOCK OF GLASGOW AVE SAN BERNARDINO COUNTY,34.1249742,-117.2548935
Theft,01/23/19,12:30 PM,2200 BLOCK OF W KERN ST SAN BERNARDINO COUNTY,34.1546252,-117.3444052
Assault,01/23/19,12:14 AM,3100 BLOCK OF N HARRISON ST SAN BERNARDINO COUNTY,34.1467645,-117.2644263
Other,01/22/19,11:27 PM,6900 BLOCK OF TIPPECANOE AVE SAN BERNARDINO COUNTY,34.1285416,-117.2622291
Other,01/22/19,12:50 PM,7000 BLOCK OF PERRIS HILL RD SAN BERNARDINO COUNTY,34.1268144,-117.2637074
Other,01/22/19,12:53 PM,3700 BLOCK OF GRAY ST SAN BERNARDINO COUNTY,34.163454,-117.3621755
Assault,01/22/19,02:03 PM,00 BLOCK OF DART ST SAN BERNARDINO COUNTY,34.1289623,-117.2684868
Other,01/22/19,04:27 PM,7100 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.1250027,-117.2593257
Other,01/22/19,04:47 PM,24700 BLOCK OF 5TH ST SAN BERNARDINO COUNTY,34.1083301,-117.2666691
Other,01/22/19,07:24 PM,2800 BLOCK OF N MACY ST SAN BERNARDINO COUNTY,34.1469949,-117.3398293
Other,01/21/19,11:09 AM,NOLAN ST/N STATE ST SAN BERNARDINO COUNTY,34.1525385,-117.3355261
Burglary,01/21/19,11:33 AM,25700 BLOCK OF 26TH ST SAN BERNARDINO COUNTY,34.1394788,-117.2430421
Assault,01/21/19,01:33 PM,5300 BLOCK OF ELM AVE SAN BERNARDINO COUNTY,34.1575542,-117.245297
Other,01/21/19,07:16 PM,7100 BLOCK OF N CONEJO DR SAN BERNARDINO COUNTY,34.1250027,-117.2593257
